Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_t,char_o,char_a,char_n,char_i,char_r,char_s,char_h,char_l,char_d,char_c,char_u,char_f,char_m,char_p,char_g,char_y,char_b,char_w,char_ſ,char_v,char_ī,char_k,char_é,Language
Sir Arthur Conan Doyle,e,12.38,t,9.1,a,7.93,o,7.89,i,6.84,n,6.51,h,6.48,s,6.02,r,5.84,d,4.35,12.38,9.1,7.89,7.93,6.51,6.84,5.84,6.02,6.48,3.89,4.35,2.56,3.09,2.09,2.94,1.46,1.97,2.12,1.54,2.67,,,,,,English
Sir Arthur Thomas Quiller-Couch,e,12.31,t,9.51,a,7.82,o,7.65,i,7.3,s,6.99,n,6.98,r,6.12,h,5.75,l,3.98,12.31,9.51,7.65,7.82,6.98,7.3,6.12,6.99,5.75,3.98,3.57,2.75,2.72,2.47,2.51,1.93,1.81,1.85,1.65,1.98,,,,,,English
Sir Charles Knowles,e,12.74,t,10.12,a,8.05,o,7.72,n,7.19,r,6.38,i,6.12,h,5.78,s,5.7,d,4.33,12.74,10.12,7.72,8.05,7.19,6.12,6.38,5.7,5.78,3.17,4.33,3.04,2.59,2.56,2.35,2.0,2.13,1.91,1.89,2.06,,,,,,English
Sir James George Frazer,e,13.0,t,9.45,a,7.98,o,7.4,i,7.13,n,6.68,h,6.65,s,6.57,r,6.1,d,3.9,13.0,9.45,7.4,7.98,6.68,7.13,6.1,6.57,6.65,3.71,3.9,2.67,2.44,2.69,2.45,1.88,1.93,1.64,1.61,2.0,,,,,,English
Sir Walter Scott,e,12.72,t,8.86,a,7.98,o,7.56,n,6.72,h,6.59,i,6.53,s,6.34,r,6.22,d,4.59,12.72,8.86,7.56,7.98,6.72,6.53,6.22,6.34,6.59,4.08,4.59,2.61,2.8,2.41,2.55,1.67,1.91,1.94,1.55,2.22,,,,,,English
Snorre,e,12.67,t,9.04,a,8.23,o,7.45,h,7.25,n,6.93,r,6.33,s,6.31,i,6.16,d,4.96,12.67,9.04,7.45,8.23,6.93,6.16,6.33,6.31,7.25,4.09,4.96,1.85,2.32,2.55,2.4,1.24,2.57,1.39,1.41,2.27,,,,,,English
Snorri Sturlason,e,12.36,t,9.11,a,8.51,n,7.39,h,7.38,o,7.18,i,6.25,s,6.12,r,5.83,d,5.1,12.36,9.11,7.18,8.51,7.39,6.25,5.83,6.12,7.38,4.02,5.1,1.76,2.32,2.2,2.42,1.42,2.54,1.5,1.35,2.55,,,,,,English
Solomon Northup,e,12.63,t,8.99,a,8.11,o,7.43,n,7.31,i,6.89,s,6.19,r,6.08,h,5.85,d,4.37,12.63,8.99,7.43,8.11,7.31,6.89,6.08,6.19,5.85,3.84,4.37,2.6,2.72,2.44,2.62,2.03,2.0,1.85,1.55,2.29,,,,,,English
Sophocles,e,12.58,t,9.1,o,8.2,a,7.35,s,6.87,n,6.58,h,6.48,i,6.47,r,6.26,d,4.25,12.58,9.1,8.2,7.35,6.58,6.47,6.26,6.87,6.48,3.93,4.25,2.31,3.1,2.21,2.58,1.82,1.98,1.97,1.51,2.34,,,,,,English
Stables Gordon,e,12.59,t,8.93,a,7.99,o,7.55,n,6.88,i,6.35,h,6.26,s,6.0,r,5.78,d,4.71,12.59,8.93,7.55,7.99,6.88,6.35,5.78,6.0,6.26,4.41,4.71,2.22,2.72,2.23,2.21,1.8,2.51,2.21,1.62,2.6,,,,,,English
Stanley Grauman Weinbaum,e,12.63,t,8.84,a,7.93,o,7.61,i,6.73,n,6.45,r,6.38,s,6.02,h,5.49,d,4.45,12.63,8.84,7.61,7.93,6.45,6.73,6.38,6.02,5.49,4.19,4.45,2.74,3.06,2.17,2.36,2.17,2.5,2.14,1.5,2.31,,,,,,English
Stanley J. Weyman,e,13.31,t,9.16,o,7.68,a,7.58,h,7.56,n,6.63,s,6.36,i,6.25,r,5.88,d,4.78,13.31,9.16,7.68,7.58,6.63,6.25,5.88,6.36,7.56,3.79,4.78,2.15,2.85,2.22,2.42,1.49,2.01,1.72,1.49,2.51,,,,,,English
Stephen Crane,e,13.02,t,9.28,a,7.84,o,7.15,i,6.83,n,6.79,h,6.67,s,6.15,r,5.64,d,4.61,13.02,9.28,7.15,7.84,6.79,6.83,5.64,6.15,6.67,4.15,4.61,2.46,2.65,2.4,2.46,1.71,2.31,1.79,1.49,2.44,,,,,,English
Stephen D. Durrant,e,11.78,t,9.33,o,8.1,n,7.52,a,7.4,r,7.14,i,6.87,s,6.34,h,4.01,u,3.74,11.78,9.33,8.1,7.4,7.52,6.87,7.14,6.34,4.01,3.43,3.31,3.62,3.74,2.38,3.04,2.47,1.95,1.75,1.67,1.59,,,,,,English
Stephen Leacock,e,13.04,t,9.57,a,8.2,o,7.47,n,7.38,r,6.77,i,6.38,s,6.1,h,6.09,d,4.28,13.04,9.57,7.47,8.2,7.38,6.38,6.77,6.1,6.09,3.38,4.28,2.82,2.32,2.79,2.04,1.9,1.88,1.6,1.48,2.17,,,,,,English
Stephen Paget,e,12.33,t,9.98,o,8.52,a,7.12,i,7.01,n,6.64,r,6.55,s,5.72,h,4.96,l,3.76,12.33,9.98,8.52,7.12,6.64,7.01,6.55,5.72,4.96,3.76,3.7,3.09,3.15,2.33,2.46,2.03,2.31,2.15,1.73,2.14,,,,,,English
Stewart Edward White,e,12.35,t,9.26,o,7.55,a,7.47,i,6.63,n,6.45,h,6.19,s,6.08,r,5.8,d,4.8,12.35,9.26,7.55,7.47,6.45,6.63,5.8,6.08,6.19,4.27,4.8,2.62,2.7,2.17,2.26,1.87,2.19,2.15,2.52,2.24,,,,,,English
Stuart Walcott,e,12.19,t,9.91,a,8.18,o,7.9,i,7.12,n,7.06,r,6.36,s,5.48,h,5.21,l,3.85,12.19,9.91,7.9,8.18,7.06,7.12,6.36,5.48,5.21,3.85,3.72,2.85,2.74,2.35,2.56,1.89,2.28,1.91,1.68,2.24,,,,,,English
Sue Petigru Bowen,e,12.13,t,9.09,o,7.92,a,7.91,i,7.07,n,6.76,s,6.45,r,6.07,h,6.02,l,4.42,12.13,9.09,7.92,7.91,6.76,7.07,6.07,6.45,6.02,4.42,4.35,2.4,2.92,2.34,2.6,1.73,2.12,2.0,1.5,1.99,,,,,,English
Sun Tzŭ,e,12.13,t,9.59,a,7.78,n,7.46,i,7.4,o,7.33,s,6.67,h,5.83,r,5.77,d,3.49,12.13,9.59,7.33,7.78,7.46,7.4,5.77,6.67,5.83,3.49,3.49,3.13,3.26,2.44,2.4,1.83,2.11,2.07,1.45,2.0,,,,,,English
Sunzi,e,12.3,t,9.57,o,7.83,i,7.52,n,7.34,a,7.21,r,6.35,s,6.14,h,4.95,d,3.51,12.3,9.57,7.83,7.21,7.34,7.52,6.35,6.14,4.95,3.49,3.51,3.21,3.15,2.58,2.48,1.93,2.28,2.22,1.56,2.03,,,,,,English
Susan Glaspell,e,11.86,t,9.59,o,8.39,a,7.72,i,7.18,n,6.61,h,6.25,s,5.98,r,5.79,l,4.31,11.86,9.59,8.39,7.72,6.61,7.18,5.79,5.98,6.25,4.31,3.61,2.07,3.09,2.08,2.57,1.36,2.33,2.65,1.41,2.51,,,,,,English
Sydney C. Grier,e,12.52,t,8.93,a,7.94,o,7.65,i,6.85,h,6.81,n,6.7,s,6.06,r,5.83,d,4.51,12.52,8.93,7.65,7.94,6.7,6.85,5.83,6.06,6.81,3.97,4.51,2.2,3.04,2.27,2.52,1.7,2.18,2.02,1.52,2.39,,,,,,English
Sydney Herman Preston,e,11.99,t,9.34,a,8.14,o,7.67,i,7.44,n,6.92,h,5.68,s,5.62,r,5.6,d,4.58,11.99,9.34,7.67,8.14,6.92,7.44,5.6,5.62,5.68,3.86,4.58,2.46,3.18,2.25,2.83,1.96,2.1,2.19,1.49,2.39,,,,,,English
T. J. Llewelyn Prichard,e,12.37,t,9.03,a,7.85,o,7.52,i,6.8,n,6.74,h,6.65,r,6.34,s,6.19,d,4.51,12.37,9.03,7.52,7.85,6.74,6.8,6.34,6.19,6.65,3.8,4.51,2.73,2.71,2.45,2.59,1.78,2.14,1.78,1.46,2.36,,,,,,English
T. S. Eliot,e,12.2,t,9.26,o,7.98,a,7.43,i,7.35,n,7.11,r,6.88,s,5.67,h,4.75,d,4.06,12.2,9.26,7.98,7.43,7.11,7.35,6.88,5.67,4.75,3.63,4.06,3.14,3.09,2.27,2.4,2.23,2.38,1.85,1.56,2.13,,,,,,English
T.A. Lacey,e,12.58,t,9.91,o,8.56,i,7.18,a,7.01,n,6.96,r,6.68,s,5.81,h,4.96,c,3.58,12.58,9.91,8.56,7.01,6.96,7.18,6.68,5.81,4.96,3.27,3.58,3.58,2.72,2.67,2.4,2.44,1.78,1.95,1.79,1.76,,,,,,English
T.H. (Thomas Henry) Huxley,e,12.5,t,9.91,o,8.11,i,7.77,a,7.43,n,7.2,s,6.36,r,5.74,h,5.26,c,3.9,12.5,9.91,8.11,7.43,7.2,7.77,5.74,6.36,5.26,3.68,3.4,3.9,2.6,2.83,2.41,2.24,1.76,1.84,1.5,1.43,,,,,,English
Tacitus,e,12.76,t,9.43,a,7.87,i,7.52,o,7.29,n,7.19,r,6.73,s,6.64,h,5.7,d,3.77,12.76,9.43,7.29,7.87,7.19,7.52,6.73,6.64,5.7,3.34,3.77,2.93,2.92,2.5,2.53,1.9,1.85,1.66,1.59,1.73,,,,,,English
Talbot Baines Reed,e,12.12,t,8.98,o,8.04,a,7.95,i,6.78,n,6.66,h,6.3,s,5.9,r,5.59,d,4.69,12.12,8.98,8.04,7.95,6.66,6.78,5.59,5.9,6.3,4.14,4.69,2.47,2.97,2.32,2.76,1.65,2.22,2.27,1.41,2.53,,,,,,English
The Chicago Commission on Race Relations,e,13.12,t,9.32,o,8.13,a,7.53,n,7.44,i,7.18,r,6.68,s,6.34,h,5.21,d,3.76,13.12,9.32,8.13,7.53,7.44,7.18,6.68,6.34,5.21,3.52,3.76,3.26,2.47,2.35,2.33,1.96,2.21,1.65,1.48,1.95,,,,,,English
The Earl of Chesterfield,e,12.36,t,9.25,o,8.3,a,7.76,i,7.0,n,6.99,r,6.11,s,6.03,h,5.29,l,4.13,12.36,9.25,8.3,7.76,6.99,7.0,6.11,6.03,5.29,4.13,3.53,2.65,3.5,2.25,2.71,1.8,1.69,2.75,1.53,1.98,,,,,,English
The Reformed Presbytery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English
Theodor Herzl,e,12.91,t,9.3,i,7.74,o,7.69,a,7.27,n,6.89,s,6.54,r,6.23,h,5.26,l,4.27,12.91,9.3,7.69,7.27,6.89,7.74,6.23,6.54,5.26,4.27,3.47,3.03,2.74,2.45,2.39,2.15,1.7,1.63,1.57,2.27,,,,,,English
Theodore Dreiser,e,12.54,t,9.16,o,7.94,a,7.84,n,6.86,i,6.82,h,6.56,s,6.07,r,5.84,d,4.46,12.54,9.16,7.94,7.84,6.86,6.82,5.84,6.07,6.56,4.06,4.46,2.65,2.85,2.19,2.23,1.59,2.07,2.0,1.33,2.78,,,,,,English
Theodore Roosevelt,e,12.23,t,10.1,o,8.5,i,7.21,a,7.18,n,6.97,r,6.82,s,5.68,h,4.57,l,3.59,12.23,10.1,8.5,7.18,6.97,7.21,6.82,5.68,4.57,3.59,3.39,3.39,3.06,2.51,2.36,2.39,2.21,1.96,1.58,1.97,,,,,,English
Thomas Archer,e,12.55,t,9.15,o,8.08,a,7.67,n,7.14,i,6.92,s,6.51,r,6.4,h,5.57,d,4.04,12.55,9.15,8.08,7.67,7.14,6.92,6.4,6.51,5.57,4.03,4.04,2.95,2.48,2.73,2.38,1.86,1.94,1.8,1.57,2.04,,,,,,English
Thomas Arnold,e,12.08,t,9.97,o,8.61,a,7.23,r,7.11,i,7.09,n,6.52,s,5.65,h,4.49,d,3.57,12.08,9.97,8.61,7.23,6.52,7.09,7.11,5.65,4.49,3.46,3.57,3.36,3.19,2.51,2.28,2.47,2.18,2.07,1.94,1.92,,,,,,English
Thomas Babington Macaulay,e,12.38,t,9.28,a,7.83,o,7.4,i,6.64,n,6.61,r,6.54,s,6.46,h,6.34,l,4.2,12.38,9.28,7.4,7.83,6.61,6.64,6.54,6.46,6.34,4.2,4.08,2.74,3.07,2.45,2.34,1.82,2.1,1.67,1.65,2.15,,,,,,English
Thomas Carlyle,e,11.96,t,9.15,a,7.84,o,7.49,i,7.47,n,7.32,s,6.85,r,6.4,h,5.55,l,4.52,11.96,9.15,7.49,7.84,7.32,7.47,6.4,6.85,5.55,4.52,3.71,2.65,2.99,2.34,2.5,1.75,2.03,1.63,1.52,2.0,,,,,,English
Thomas De Quincey,e,12.14,t,9.39,a,8.08,o,7.78,i,7.37,n,7.11,s,6.34,r,5.96,h,5.35,d,3.94,12.14,9.39,7.78,8.08,7.11,7.37,5.96,6.34,5.35,3.68,3.94,2.86,2.92,2.68,3.0,2.04,1.81,2.01,1.43,1.97,,,,,,English
Thomas Gaskell Allen and William Lewis Sachtleben,e,12.77,t,9.24,a,8.02,o,7.72,n,6.96,i,6.69,r,6.59,s,6.44,h,5.65,d,3.92,12.77,9.24,7.72,8.02,6.96,6.69,6.59,6.44,5.65,3.63,3.92,2.85,3.1,2.37,2.12,1.98,2.08,1.5,1.44,2.44,,,,,,English
Thomas Gordon Hake,e,12.49,t,9.15,a,8.04,o,7.67,i,7.27,n,6.94,s,6.49,r,6.03,h,5.94,l,4.03,12.49,9.15,7.67,8.04,6.94,7.27,6.03,6.49,5.94,4.03,3.86,2.74,2.55,2.43,2.69,1.7,2.0,1.86,1.49,2.31,,,,,,English
Thomas H. Reid,e,12.69,t,9.48,a,8.35,o,7.78,n,7.07,i,6.91,r,6.6,s,6.23,h,5.2,d,3.85,12.69,9.48,7.78,8.35,7.07,6.91,6.6,6.23,5.2,3.66,3.85,2.87,2.86,2.49,2.18,2.06,2.12,1.47,1.63,1.78,,,,,,English
Thomas Hardy,e,12.65,t,9.01,a,7.98,o,7.63,n,6.92,h,6.75,i,6.69,s,6.28,r,5.77,d,4.55,12.65,9.01,7.63,7.98,6.92,6.69,5.77,6.28,6.75,3.95,4.55,2.39,2.85,2.14,2.44,1.58,2.1,2.01,1.57,2.45,,,,,,English
Thomas Hart Benton,e,13.44,t,10.66,o,7.98,a,7.21,n,7.13,i,7.01,s,6.26,r,6.03,h,5.78,d,3.93,13.44,10.66,7.98,7.21,7.13,7.01,6.03,6.26,5.78,3.23,3.93,2.94,2.77,2.44,2.55,2.1,1.57,1.47,1.57,1.83,,,,,,English
Thomas Hobbes,e,13.09,t,10.12,o,8.14,a,7.48,n,7.15,i,6.93,h,6.63,s,6.36,r,5.97,l,3.4,13.09,10.12,8.14,7.48,7.15,6.93,5.97,6.36,6.63,3.4,3.35,2.82,2.54,2.6,2.58,1.77,1.73,1.72,1.7,1.8,,,,,,English
Thomas Inman,e,12.88,t,8.89,a,7.96,i,7.84,o,7.22,n,7.1,s,6.79,r,6.24,h,5.68,d,3.65,12.88,8.89,7.22,7.96,7.1,7.84,6.24,6.79,5.68,3.65,3.65,2.82,2.49,2.53,2.73,2.15,1.97,1.67,1.69,1.76,,,,,,English
Thomas Knight,e,12.68,t,9.58,o,8.48,a,7.77,n,6.83,i,6.38,r,6.17,h,5.84,s,4.98,d,4.67,12.68,9.58,8.48,7.77,6.83,6.38,6.17,4.98,5.84,3.62,4.67,2.49,2.85,2.35,2.76,1.95,2.35,1.82,1.41,2.68,,,,,,English
Thomas Malory,e,11.92,t,9.24,a,9.09,h,7.8,i,6.79,o,6.76,n,6.61,r,6.38,s,6.36,d,5.21,11.92,9.24,6.76,9.09,6.61,6.79,6.38,6.36,7.8,4.2,5.21,1.47,2.51,1.87,2.69,,2.02,1.76,1.32,2.54,,,,1.12,,English
Thomas More,e,12.87,t,10.21,o,7.89,a,7.58,n,6.91,i,6.71,h,6.62,s,6.28,r,6.21,l,3.56,12.87,10.21,7.89,7.58,6.91,6.71,6.21,6.28,6.62,3.56,3.49,2.55,2.78,2.4,2.52,1.83,1.84,2.19,1.57,1.91,,,,,,English
Thomas Nelson Page,e,13.2,t,10.23,a,7.72,o,7.68,n,7.26,i,6.99,s,6.43,h,6.24,r,6.08,l,3.67,13.2,10.23,7.68,7.72,7.26,6.99,6.08,6.43,6.24,3.67,3.6,2.89,2.58,2.37,2.16,1.86,1.82,1.64,1.45,2.02,,,,,,English
Thomas Paine,e,12.72,t,9.68,o,7.99,n,7.74,a,7.41,i,7.13,r,6.44,s,5.91,h,5.34,l,3.58,12.72,9.68,7.99,7.41,7.74,7.13,6.44,5.91,5.34,3.58,3.52,3.02,2.9,2.56,2.31,2.14,1.86,1.89,1.59,2.03,,,,,,English
Thomas Preskett Prest,e,12.27,t,9.01,a,8.32,o,7.97,n,6.77,h,6.63,i,6.6,s,5.87,r,5.56,d,4.33,12.27,9.01,7.97,8.32,6.77,6.6,5.56,5.87,6.63,4.13,4.33,2.69,3.12,2.27,2.76,1.61,1.71,2.26,1.46,2.47,,,,,,English
Thomas S. Chard,e,13.2,t,9.25,o,7.8,a,7.24,r,6.83,i,6.5,n,6.26,s,6.22,h,5.63,l,4.06,13.2,9.25,7.8,7.24,6.26,6.5,6.83,6.22,5.63,4.06,3.85,2.67,2.75,2.4,2.45,2.08,2.31,2.07,1.61,2.55,,,,,,English
Thomas Sikes,e,12.03,t,9.6,o,8.42,i,7.27,n,6.88,a,6.84,r,6.67,s,6.24,h,5.25,d,3.72,12.03,9.6,8.42,6.84,6.88,7.27,6.67,6.24,5.25,3.61,3.72,3.5,3.23,2.33,2.34,2.47,1.74,2.26,1.7,1.74,,,,,,English
Thomas Wallace Knox,e,12.95,t,9.21,a,8.58,o,7.46,n,7.08,i,6.68,r,6.53,s,6.4,h,5.67,d,4.21,12.95,9.21,7.46,8.58,7.08,6.68,6.53,6.4,5.67,3.6,4.21,2.64,2.63,2.39,2.28,1.88,2.01,1.64,1.45,2.29,,,,,,English
Thomas William Hodgson Crosland,e,11.98,t,9.29,a,8.57,o,7.62,i,7.4,n,7.3,r,6.29,s,6.23,h,5.44,l,3.82,11.98,9.29,7.62,8.57,7.3,7.4,6.29,6.23,5.44,3.82,3.57,3.11,2.86,2.33,2.68,2.09,1.99,1.96,1.56,1.68,,,,,,English
Thomas à Kempis,e,12.43,t,10.39,o,8.24,h,7.01,a,6.95,n,6.67,i,6.66,s,5.69,r,5.68,l,4.42,12.43,10.39,8.24,6.95,6.67,6.66,5.68,5.69,7.01,4.42,3.73,2.22,2.95,2.82,2.43,1.47,1.98,2.11,1.55,2.16,,,,,,English
Thornton W. Burgess,e,12.42,t,9.65,o,7.93,a,7.6,h,6.48,n,6.42,r,6.14,i,6.01,s,5.6,d,4.65,12.42,9.65,7.93,7.6,6.42,6.01,6.14,5.6,6.48,3.78,4.65,2.18,2.96,2.27,2.22,1.75,2.3,2.31,2.15,2.75,,,,,,English
Thorstein Veblen,e,12.78,t,9.66,i,8.07,o,7.76,a,7.57,n,7.08,s,7.07,r,5.91,h,4.93,c,3.89,12.78,9.66,7.76,7.57,7.08,8.07,5.91,7.07,4.93,3.73,3.19,3.89,3.0,2.98,2.48,2.29,1.45,1.61,1.34,,,1.2,,,,English
Three Initiates,e,13.29,t,10.08,i,7.69,n,7.59,a,7.53,o,7.11,s,6.39,r,5.75,h,5.69,l,4.14,13.29,10.08,7.11,7.53,7.59,7.69,5.75,6.39,5.69,4.14,3.21,3.13,2.33,2.56,2.63,2.19,1.93,1.63,1.4,1.71,,,,,,English
Thucydides,e,13.04,t,10.02,a,8.47,n,7.55,o,7.35,i,6.82,h,6.55,s,6.28,r,5.73,d,4.08,13.04,10.02,7.35,8.47,7.55,6.82,5.73,6.28,6.55,3.4,4.08,2.7,2.54,2.38,2.36,1.81,1.78,1.9,1.38,2.01,,,,,,English
Titus Livius,e,13.05,t,10.23,a,7.5,o,7.3,n,6.98,i,6.87,h,6.47,s,6.36,r,6.09,d,4.03,13.05,10.23,7.3,7.5,6.98,6.87,6.09,6.36,6.47,3.29,4.03,2.89,3.21,2.36,2.61,1.8,1.77,1.77,1.59,1.94,,,,,,English
Tobias Smollett,e,12.5,t,8.86,a,7.74,o,7.69,i,7.29,n,7.08,h,6.4,s,6.16,r,5.99,d,4.46,12.5,8.86,7.69,7.74,7.08,7.29,5.99,6.16,6.4,3.43,4.46,2.94,2.96,2.55,2.7,2.02,1.78,1.75,1.41,2.13,,,,,,English
Tristan Bernard,e,12.88,t,9.04,o,8.05,a,7.5,r,7.4,i,6.79,n,6.76,s,5.71,h,4.99,c,3.65,12.88,9.04,8.05,7.5,6.76,6.79,7.4,5.71,4.99,3.59,3.14,3.65,2.98,2.25,2.29,2.6,2.35,2.27,1.54,1.77,,,,,,English
Ulysses S. Grant,e,12.69,t,9.72,o,8.1,a,7.88,n,7.16,r,6.56,i,6.46,s,5.81,h,5.79,d,4.3,12.69,9.72,8.1,7.88,7.16,6.46,6.56,5.81,5.79,3.49,4.3,2.83,2.51,2.52,2.78,1.85,1.97,1.64,1.55,2.12,,,,,,English
Uncle Philip,e,12.99,t,9.55,a,7.65,o,7.52,n,7.19,i,6.62,h,6.32,r,6.19,s,5.94,d,4.56,12.99,9.55,7.52,7.65,7.19,6.62,6.19,5.94,6.32,3.55,4.56,2.4,2.61,2.56,2.58,1.69,1.92,1.98,1.52,2.57,,,,,,English
United States,e,11.17,a,9.79,i,8.03,n,7.88,t,7.83,o,7.23,r,6.93,s,6.46,l,4.85,c,3.77,11.17,7.83,7.23,9.79,7.88,8.03,6.93,6.46,2.65,4.85,3.6,3.77,3.08,1.91,3.2,2.53,1.99,1.57,1.73,,,1.11,,,,English
United States Bureau of the Census,e,11.28,o,10.25,t,7.92,n,7.75,a,7.56,r,7.53,i,7.32,s,6.33,c,4.83,u,4.69,11.28,7.92,10.25,7.56,7.75,7.32,7.53,6.33,3.26,4.04,3.26,4.83,4.69,1.95,1.7,4.33,1.53,1.68,,0.72,,0.7,,,,English
United States Central Intelligence Agency,e,10.52,a,10.11,n,8.12,i,7.97,t,7.78,o,7.33,r,7.07,s,6.18,l,4.82,c,4.04,10.52,7.78,7.33,10.11,8.12,7.97,7.07,6.18,2.46,4.82,3.54,4.04,3.27,1.92,3.23,2.73,1.95,1.48,1.61,,,1.09,,,,English
"United States, Public Health  Service",e,12.02,t,9.87,o,8.63,r,7.36,i,7.31,a,6.88,n,6.72,s,5.45,h,4.01,d,3.76,12.02,9.87,8.63,6.88,6.72,7.31,7.36,5.45,4.01,3.3,3.76,3.62,3.2,2.52,2.34,2.72,2.48,1.98,1.72,1.8,,,,,,English
United States.  Central Intelligence Agency,e,11.04,a,9.73,t,7.93,i,7.92,n,7.89,o,7.38,r,7.06,s,6.35,l,4.83,c,3.92,11.04,7.93,7.38,9.73,7.89,7.92,7.06,6.35,2.59,4.83,3.55,3.92,3.1,1.85,3.25,2.6,1.91,1.6,1.7,,,1.07,,,,English
United States. Central Intelligence Agency,e,11.11,a,9.83,i,7.97,n,7.88,t,7.86,o,7.24,r,6.96,s,6.41,l,4.91,c,3.74,11.11,7.86,7.24,9.83,7.88,7.97,6.96,6.41,2.63,4.91,3.53,3.74,3.11,1.86,3.23,2.61,1.95,1.6,1.71,,,1.11,,,,English
Unknown,e,12.77,t,9.36,a,7.97,o,7.52,n,6.93,h,6.69,i,6.52,s,6.02,r,5.97,d,4.78,12.77,9.36,7.52,7.97,6.93,6.52,5.97,6.02,6.69,3.74,4.78,2.53,2.59,2.45,2.48,1.85,1.96,1.74,1.6,2.35,,,,,,English
Upton Sinclair,e,12.67,t,9.41,a,8.28,o,7.56,n,6.94,h,6.68,i,6.34,s,5.86,r,5.58,d,4.84,12.67,9.41,7.56,8.28,6.94,6.34,5.58,5.86,6.68,3.81,4.84,2.37,2.78,2.18,2.42,1.79,2.21,1.8,1.46,2.63,,,,,,English
US Government,e,12.01,t,10.32,o,8.49,a,7.63,i,7.06,r,6.96,n,6.93,s,5.4,h,4.62,l,3.44,12.01,10.32,8.49,7.63,6.93,7.06,6.96,5.4,4.62,3.44,3.37,3.31,2.96,2.49,2.38,2.29,2.3,2.08,1.58,2.09,,,,,,English
Vance Aandahl,e,11.91,t,9.65,o,8.4,r,7.17,i,7.09,a,6.79,n,6.75,s,5.73,h,4.31,d,3.72,11.91,9.65,8.4,6.79,6.75,7.09,7.17,5.73,4.31,3.57,3.72,3.45,3.17,2.21,2.33,2.44,2.59,2.25,1.81,2.01,,,,,,English
Various,e,12.22,t,8.78,a,8.08,o,7.88,n,7.28,i,6.94,r,6.39,s,6.28,h,4.97,l,4.24,12.22,8.78,7.88,8.08,7.28,6.94,6.39,6.28,4.97,4.24,3.98,3.14,2.7,2.77,2.59,2.22,2.01,1.79,1.65,1.62,,,,,,English
Vaseleos Garson,e,12.62,t,9.98,o,7.7,a,7.02,i,6.85,n,6.41,r,6.09,s,5.91,h,5.35,l,4.1,12.62,9.98,7.7,7.02,6.41,6.85,6.09,5.91,5.35,4.1,4.01,3.08,3.37,2.18,2.03,2.39,2.4,2.01,1.65,2.12,,,,,,English
Vasili__i__ Vasil__evich Vereshchagin,e,12.8,t,9.35,a,7.81,o,7.75,n,7.0,i,6.64,s,6.63,r,6.41,h,5.99,d,4.14,12.8,9.35,7.75,7.81,7.0,6.64,6.41,6.63,5.99,3.62,4.14,2.75,2.83,2.55,2.37,1.91,1.91,1.67,1.45,2.14,,,,,,English
Vatsyayana,e,12.5,t,8.62,a,8.11,o,8.09,n,7.34,s,6.92,i,6.75,h,6.61,r,5.86,d,3.77,12.5,8.62,8.09,8.11,7.34,6.75,5.86,6.92,6.61,3.57,3.77,2.6,2.61,2.66,2.54,1.65,2.09,1.55,1.62,2.06,,,,,,English
Victor Hugo,e,12.98,t,9.17,a,8.07,o,7.3,h,6.92,i,6.86,n,6.6,s,6.41,r,5.96,d,4.28,12.98,9.17,7.3,8.07,6.6,6.86,5.96,6.41,6.92,4.04,4.28,2.64,2.74,2.22,2.45,1.74,1.99,1.6,1.48,2.22,,,,,,English
Virgil,e,12.14,t,8.62,a,8.15,s,7.26,n,7.19,o,7.11,h,6.91,r,6.56,i,6.44,d,4.63,12.14,8.62,7.11,8.15,7.19,6.44,6.56,7.26,6.91,4.22,4.63,2.17,2.91,2.35,2.2,1.61,2.1,1.79,1.33,2.25,,,,,,English
Virginia Woolf,e,11.87,t,9.3,o,8.3,a,7.24,r,7.1,i,6.74,n,6.44,s,5.86,h,5.21,d,3.98,11.87,9.3,8.3,7.24,6.44,6.74,7.1,5.86,5.21,3.91,3.98,3.19,3.05,2.14,2.22,2.26,2.75,1.99,1.67,2.15,,,,,,English
Vitruvius,e,12.84,t,10.37,o,7.51,a,7.35,i,7.13,n,6.56,h,6.49,s,6.46,r,6.24,l,3.77,12.84,10.37,7.51,7.35,6.56,7.13,6.24,6.46,6.49,3.77,3.67,3.03,2.78,2.7,2.21,2.11,1.76,1.3,1.67,1.86,,,,,,English
Vivian H. Galbraith,e,12.42,t,9.77,o,7.82,a,7.78,i,7.23,n,6.98,s,6.6,r,6.3,h,5.02,l,3.74,12.42,9.77,7.82,7.78,6.98,7.23,6.3,6.6,5.02,3.74,3.66,3.14,2.6,2.7,2.35,2.02,1.77,1.87,2.24,1.78,,,,,,English
Voltaire,e,12.52,t,8.88,a,8.42,o,7.53,i,7.02,n,6.82,s,6.33,h,6.02,r,5.91,d,4.77,12.52,8.88,7.53,8.42,6.82,7.02,5.91,6.33,6.02,3.62,4.77,2.74,2.8,2.07,2.54,1.9,1.97,1.92,1.54,2.32,,,,,,English
