Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_t,char_o,char_a,char_n,char_i,char_r,char_s,char_h,char_l,char_d,char_c,char_u,char_f,char_m,char_p,char_g,char_y,char_b,char_w,char_ſ,char_v,char_ī,char_k,char_é,Language
Phillips Brooks,e,12.4,t,10.2,i,7.78,o,7.71,a,7.18,h,7.11,n,6.93,s,6.4,r,5.36,l,3.82,12.4,10.2,7.71,7.18,6.93,7.78,5.36,6.4,7.11,3.82,3.56,2.41,2.74,2.66,2.56,1.53,1.86,1.92,1.43,2.38,,,,,,English
Phillips Morris,e,12.38,t,9.22,a,8.25,o,7.86,n,7.22,i,6.91,r,6.72,s,6.62,h,5.23,l,4.18,12.38,9.22,7.86,8.25,7.22,6.91,6.72,6.62,5.23,4.18,3.75,2.95,2.76,2.41,2.31,1.91,1.92,1.89,1.55,1.77,,,,,,English
Pierre Bayle,e,12.65,t,8.75,o,8.14,a,7.54,i,7.08,s,6.62,n,6.44,r,6.05,h,5.86,l,3.94,12.65,8.75,8.14,7.54,6.44,7.08,6.05,6.62,5.86,3.94,3.84,2.52,3.37,2.51,2.83,1.83,1.73,2.38,1.55,2.09,,,,,,English
Plato,e,12.81,t,9.45,a,7.94,o,7.8,i,7.18,n,7.07,s,6.5,h,6.43,r,5.85,l,3.8,12.81,9.45,7.8,7.94,7.07,7.18,5.85,6.5,6.43,3.8,3.75,2.67,2.82,2.4,2.39,1.78,1.78,1.92,1.52,2.1,,,,,,English
Pliny the Elder,e,12.36,t,9.68,a,8.37,i,7.77,o,7.55,n,7.01,s,6.93,r,6.08,h,5.77,l,3.63,12.36,9.68,7.55,8.37,7.01,7.77,6.08,6.93,5.77,3.63,3.3,3.05,2.73,2.49,2.62,2.07,1.42,1.49,1.61,1.65,,,,,,English
Plutarch,e,12.52,t,9.24,a,8.04,o,7.65,i,7.1,n,6.97,s,6.92,h,6.2,r,5.87,d,4.2,12.52,9.24,7.65,8.04,6.97,7.1,5.87,6.92,6.2,3.61,4.2,2.49,2.93,2.42,2.49,1.89,1.87,1.78,1.58,2.02,,,,,,English
Prosper M__rim__e,e,12.54,t,8.99,a,7.97,o,7.89,i,6.95,n,6.49,h,6.36,s,6.24,r,5.68,d,4.5,12.54,8.99,7.89,7.97,6.49,6.95,5.68,6.24,6.36,4.06,4.5,2.56,3.03,2.22,2.66,1.7,1.96,1.91,1.48,2.32,,,,,,English
Publius Ovidius Naso,e,12.84,t,9.31,a,7.73,o,7.66,h,7.1,s,7.07,n,6.77,i,6.69,r,6.14,d,4.13,12.84,9.31,7.66,7.73,6.77,6.69,6.14,7.07,7.1,3.2,4.13,2.42,2.62,2.61,2.3,1.8,1.93,1.58,1.56,2.07,,,,,,English
Queen Victoria,e,12.79,t,9.29,o,8.0,a,7.49,n,6.95,i,6.79,r,6.31,s,6.04,h,5.49,l,4.07,12.79,9.29,8.0,7.49,6.95,6.79,6.31,6.04,5.49,4.07,3.96,2.8,3.25,2.26,2.62,1.9,1.79,2.2,1.66,1.74,,,,,,English
R. A. Torrey,e,12.34,t,10.3,i,8.03,o,7.65,h,7.19,a,6.92,s,6.57,n,6.43,r,5.71,l,3.68,12.34,10.3,7.65,6.92,6.43,8.03,5.71,6.57,7.19,3.68,3.62,2.23,2.58,2.33,2.1,2.16,1.87,2.07,1.36,2.43,,,,,,English
R. Austin Freeman,e,12.63,t,9.67,a,7.97,o,7.51,n,6.8,i,6.7,h,6.3,s,5.94,r,5.64,d,4.73,12.63,9.67,7.51,7.97,6.8,6.7,5.64,5.94,6.3,3.9,4.73,2.65,2.83,2.21,2.28,2.11,1.94,1.93,1.56,2.23,,,,,,English
R. H. Tawney,e,11.92,t,9.91,i,8.5,o,8.05,a,7.12,n,7.1,s,6.61,r,6.31,h,5.23,c,3.64,11.92,9.91,8.05,7.12,7.1,8.5,6.31,6.61,5.23,3.48,3.43,3.64,2.7,2.61,2.35,2.41,1.53,1.8,1.53,1.73,,,,,,English
Rabindranath Tagore,e,12.19,t,9.14,a,7.95,o,7.8,i,7.02,n,6.87,s,6.1,h,6.07,r,5.94,d,4.24,12.19,9.14,7.8,7.95,6.87,7.02,5.94,6.1,6.07,3.87,4.24,2.38,2.94,2.4,2.81,1.68,2.2,2.19,1.58,2.38,,,,,,English
Rafael Sabatini,e,12.65,t,9.03,a,8.04,o,7.61,i,7.07,n,6.62,h,6.36,s,6.17,r,5.67,d,4.42,12.65,9.03,7.61,8.04,6.62,7.07,5.67,6.17,6.36,4.13,4.42,2.55,3.34,2.25,2.79,1.72,1.83,2.08,1.44,2.08,,,,,,English
Rainer Maria Rilke,e,12.2,t,9.24,o,7.96,i,7.47,a,7.16,n,6.89,s,6.48,r,6.37,h,5.55,l,4.13,12.2,9.24,7.96,7.16,6.89,7.47,6.37,6.48,5.55,4.13,3.72,2.64,2.79,2.5,2.67,1.99,2.43,1.91,1.43,2.09,,,,,,English
Ralph Henry Barbour,e,12.52,t,9.94,a,8.2,o,7.52,n,6.68,h,6.1,i,6.08,s,5.88,r,5.75,d,4.58,12.52,9.94,7.52,8.2,6.68,6.08,5.75,5.88,6.1,4.24,4.58,2.38,3.01,2.23,2.17,1.72,2.28,2.17,1.59,2.51,,,,,,English
Ralph Waldo Emerson,e,12.62,t,9.62,o,8.03,a,7.72,n,7.25,i,7.23,s,6.91,r,6.03,h,5.75,l,3.83,12.62,9.62,8.03,7.72,7.25,7.23,6.03,6.91,5.75,3.83,3.53,2.87,2.75,2.66,2.45,1.89,1.73,1.72,1.38,1.94,,,,,,English
Rebecca Harding Davis,e,12.27,t,9.24,o,7.92,a,7.28,i,6.87,h,6.72,n,6.6,r,5.98,s,5.9,l,4.25,12.27,9.24,7.92,7.28,6.6,6.87,5.98,5.9,6.72,4.25,4.14,2.53,2.84,2.36,2.43,1.74,2.52,2.03,1.46,2.52,,,,,,English
Rembrandt Peale,e,13.13,t,9.83,o,7.96,a,7.42,n,7.21,i,6.71,r,6.46,s,5.75,h,5.62,d,3.49,13.13,9.83,7.96,7.42,7.21,6.71,6.46,5.75,5.62,3.3,3.49,3.08,2.85,2.82,2.49,2.19,2.03,1.54,1.8,1.96,,,,,,English
René Descartes,e,12.57,t,10.29,o,7.88,i,7.44,a,7.34,n,6.93,s,6.24,h,6.03,r,5.89,d,3.68,12.57,10.29,7.88,7.34,6.93,7.44,5.89,6.24,6.03,3.37,3.68,3.25,2.79,2.54,2.66,1.88,1.76,1.86,1.53,1.87,,,,,,English
Return Ira Holcombe,e,12.44,t,9.19,a,7.79,o,7.77,n,7.38,r,6.73,i,6.39,s,6.07,h,5.02,d,4.62,12.44,9.19,7.77,7.79,7.38,6.39,6.73,6.07,5.02,3.96,4.62,3.16,2.61,2.79,2.6,1.88,2.29,1.81,1.49,1.97,,,,,,English
Rev. John Prichard,e,12.98,t,9.22,o,7.83,a,7.13,r,7.07,n,6.89,i,6.79,s,5.74,h,4.94,l,3.98,12.98,9.22,7.83,7.13,6.89,6.79,7.07,5.74,4.94,3.98,3.98,3.29,2.87,2.46,2.36,2.22,2.22,2.1,1.71,1.93,,,,,,English
Rev. T. De Witt Talmage,e,12.12,t,9.45,o,7.92,a,7.74,n,7.0,i,6.75,s,6.44,h,6.28,r,6.05,l,4.1,12.12,9.45,7.92,7.74,7.0,6.75,6.05,6.44,6.28,4.1,3.87,2.65,3.03,2.43,2.42,1.85,2.12,1.94,1.52,2.13,,,,,,English
Rev. T. M. Eddy,e,12.42,t,9.51,o,7.7,i,7.49,a,7.32,n,7.09,r,6.52,s,6.06,h,5.04,d,3.92,12.42,9.51,7.7,7.32,7.09,7.49,6.52,6.06,5.04,3.87,3.92,3.15,2.97,2.34,2.58,2.16,2.05,1.94,1.68,1.92,,,,,,English
Richard Brinsley Sheridan,e,12.79,t,8.25,o,7.76,a,7.72,r,7.29,i,6.9,s,6.63,n,6.14,h,5.0,l,4.52,12.79,8.25,7.76,7.72,6.14,6.9,7.29,6.63,5.0,4.52,3.52,2.59,3.5,2.0,2.82,1.91,1.54,2.86,1.52,2.11,,,,,,English
Richard C. Fox,e,12.23,t,9.92,o,8.22,a,7.6,r,7.19,i,7.16,n,6.55,s,6.1,h,4.49,l,3.98,12.23,9.92,8.22,7.6,6.55,7.16,7.19,6.1,4.49,3.98,3.83,3.52,2.85,2.66,2.56,2.76,1.96,1.41,1.45,1.28,,,,,,English
Richard Carlile,e,12.0,t,9.82,o,7.94,a,7.69,i,7.57,n,7.24,s,6.46,r,5.99,h,5.44,d,3.67,12.0,9.82,7.94,7.69,7.24,7.57,5.99,6.46,5.44,3.55,3.67,3.4,3.01,2.56,2.75,2.27,1.69,1.72,1.53,1.62,,,,,,English
Richard F. Burton,e,12.41,t,8.83,a,8.61,h,7.32,n,7.2,o,6.93,i,6.69,s,6.14,r,5.65,d,4.95,12.41,8.83,6.93,8.61,7.2,6.69,5.65,6.14,7.32,3.88,4.95,2.14,2.53,2.45,2.68,1.56,1.89,1.87,1.55,2.41,,,,,,English
Richard Folkard,e,12.86,t,8.95,a,8.0,o,7.27,s,6.98,i,6.83,n,6.66,r,6.51,h,6.07,l,4.13,12.86,8.95,7.27,8.0,6.66,6.83,6.51,6.98,6.07,4.13,4.11,2.79,2.61,2.59,2.35,2.02,1.91,1.55,1.65,1.99,,,,,,English
Richard Harding Davis,e,12.22,t,9.34,a,8.52,o,7.75,n,7.06,i,6.85,s,6.08,h,6.0,r,5.98,d,4.35,12.22,9.34,7.75,8.52,7.06,6.85,5.98,6.08,6.0,3.89,4.35,2.53,2.67,2.2,2.42,1.7,2.07,2.01,1.51,2.48,,,,,,English
Richard Henry Stoddard,e,11.88,t,9.69,o,8.64,r,7.24,a,6.99,i,6.75,n,6.74,s,5.37,h,4.41,d,3.78,11.88,9.69,8.64,6.99,6.74,6.75,7.24,5.37,4.41,3.54,3.78,3.56,3.28,2.44,2.45,2.54,2.43,2.02,1.85,2.08,,,,,,English
Richard Johnson,e,11.99,t,8.93,o,8.53,a,7.32,i,7.11,n,6.99,r,6.36,s,6.09,h,5.26,d,4.12,11.99,8.93,8.53,7.32,6.99,7.11,6.36,6.09,5.26,3.72,4.12,2.78,3.36,2.46,2.36,2.14,1.96,2.53,1.65,1.9,,,,,,English
Richard M. Russell,e,12.86,t,9.95,o,7.93,a,7.73,r,7.19,n,6.92,i,6.59,s,5.54,h,5.08,d,4.13,12.86,9.95,7.93,7.73,6.92,6.59,7.19,5.54,5.08,3.6,4.13,2.76,2.8,2.48,2.31,1.82,2.15,1.75,1.69,2.4,,,,,,English
Richard Sadleir,e,13.04,t,9.33,a,7.93,o,7.46,n,7.12,i,7.02,r,6.26,s,6.23,h,5.74,d,4.0,13.04,9.33,7.46,7.93,7.12,7.02,6.26,6.23,5.74,3.67,4.0,2.9,2.59,2.33,2.47,1.89,1.99,1.75,1.77,2.03,,,,,,English
Richard Wagner,e,12.6,t,9.19,a,7.78,o,7.47,i,7.35,n,6.85,r,6.11,s,6.1,h,5.84,d,4.22,12.6,9.19,7.47,7.78,6.85,7.35,6.11,6.1,5.84,3.73,4.22,3.05,2.78,2.57,2.99,1.93,1.86,1.98,1.34,2.14,,,,,,English
Richmal Crompton,e,11.94,t,9.16,a,7.95,i,7.62,o,7.58,n,6.56,h,6.1,s,6.01,r,5.43,l,4.82,11.94,9.16,7.58,7.95,6.56,7.62,5.43,6.01,6.1,4.82,4.46,2.19,2.93,1.94,2.64,1.65,2.41,2.14,1.45,2.69,,,,,,English
Ritter von Leopold Sacher-Masoch,e,12.72,a,8.15,t,8.1,o,7.47,i,7.2,n,6.84,s,6.32,r,5.87,h,5.67,l,4.49,12.72,8.1,7.47,8.15,6.84,7.2,5.87,6.32,5.67,4.49,4.25,2.25,3.11,2.12,2.94,1.67,1.88,2.56,1.44,2.45,,,,,,English
Robert Burns,e,12.44,a,8.56,t,8.27,o,6.91,n,6.85,r,6.62,i,6.62,s,6.51,h,5.93,l,4.79,12.44,8.27,6.91,8.56,6.85,6.62,6.62,6.51,5.93,4.79,3.88,2.18,2.85,1.92,2.7,1.53,2.26,2.37,1.84,2.6,,,,,,English
Robert E. Howard,e,12.26,t,8.85,a,8.2,o,7.31,n,6.96,i,6.57,h,6.46,s,6.24,r,6.13,d,4.68,12.26,8.85,7.31,8.2,6.96,6.57,6.13,6.24,6.46,4.33,4.68,2.58,2.88,2.2,2.36,1.59,2.31,1.73,1.6,2.32,,,,,,English
Robert Finch,e,12.07,a,8.89,t,8.74,o,7.58,n,7.17,s,7.04,r,6.86,i,6.57,h,4.88,l,4.29,12.07,8.74,7.58,8.89,7.17,6.57,6.86,7.04,4.88,4.29,3.81,3.52,2.54,2.29,2.31,2.32,2.01,1.46,1.67,1.8,,,,,,English
Robert Frost,e,12.56,t,9.66,o,8.29,a,7.26,r,6.54,i,6.53,n,6.51,s,5.87,h,5.63,d,4.14,12.56,9.66,8.29,7.26,6.51,6.53,6.54,5.87,5.63,3.92,4.14,2.5,2.85,2.46,2.29,1.87,2.48,1.94,1.68,2.75,,,,,,English
Robert G. Ingersoll,e,12.69,t,9.97,o,7.94,a,7.57,i,6.86,n,6.72,s,6.4,h,6.36,r,5.9,d,4.43,12.69,9.97,7.94,7.57,6.72,6.86,5.9,6.4,6.36,3.55,4.43,2.59,2.58,2.52,2.21,1.83,1.87,1.57,1.71,2.22,,,,,,English
Robert Lee Berry,e,12.14,t,9.14,o,8.17,a,8.07,i,7.4,n,6.68,s,6.41,r,5.61,h,5.34,l,4.25,12.14,9.14,8.17,8.07,6.68,7.4,5.61,6.41,5.34,4.25,4.03,2.45,3.18,2.43,2.48,1.64,2.2,2.38,1.6,2.06,,,,,,English
Robert Louis Stevenson,e,12.2,t,9.14,a,8.44,o,7.66,n,7.04,i,6.71,h,6.17,s,6.1,r,5.74,d,4.57,12.2,9.14,7.66,8.44,7.04,6.71,5.74,6.1,6.17,4.13,4.57,2.35,2.89,2.28,2.5,1.7,2.04,2.07,1.61,2.45,,,,,,English
Robert M. Rogers,e,12.56,t,9.1,a,8.09,o,7.67,n,7.09,r,6.36,i,6.21,s,5.74,h,5.39,d,4.7,12.56,9.1,7.67,8.09,7.09,6.21,6.36,5.74,5.39,3.92,4.7,2.81,3.03,2.31,2.82,1.88,2.29,1.67,1.54,2.41,,,,,,English
Robert May,e,12.38,t,9.71,a,8.29,o,7.36,n,6.7,i,6.64,s,6.35,r,6.23,h,4.79,l,4.28,12.38,9.71,7.36,8.29,6.7,6.64,6.23,6.35,4.79,4.28,3.93,2.55,2.8,2.38,2.7,2.34,2.27,1.42,2.17,2.14,,,,,,English
Robert Silverberg,e,13.02,t,8.54,a,7.85,o,7.31,n,6.7,i,6.56,s,6.08,h,5.85,r,5.61,d,4.91,13.02,8.54,7.31,7.85,6.7,6.56,5.61,6.08,5.85,4.67,4.91,2.44,3.05,2.07,2.5,1.64,2.22,2.4,1.38,2.44,,,,,,English
Robert Stevenson,e,12.99,t,10.17,o,8.0,a,7.5,n,6.77,i,6.71,r,6.42,h,6.33,s,6.07,d,3.94,12.99,10.17,8.0,7.5,6.77,6.71,6.42,6.07,6.33,3.63,3.94,2.94,2.32,2.84,2.12,1.9,2.05,1.3,1.76,2.08,,,,,,English
Robert W. Chambers,e,12.53,t,8.86,a,7.88,o,7.36,i,7.09,n,6.81,s,6.27,h,6.11,r,5.83,d,4.77,12.53,8.86,7.36,7.88,6.81,7.09,5.83,6.27,6.11,4.27,4.77,2.47,2.96,2.09,2.51,1.7,2.19,2.1,1.51,2.27,,,,,,English
Robertson Osborne,e,12.82,t,9.74,o,7.59,a,7.51,i,6.74,n,6.58,r,6.08,s,5.86,h,5.59,d,4.24,12.82,9.74,7.59,7.51,6.58,6.74,6.08,5.86,5.59,4.07,4.24,2.88,3.23,2.1,2.16,2.2,2.51,1.79,1.54,2.21,,,,,,English
Roget,e,11.62,a,8.13,t,7.95,i,7.59,o,7.37,n,7.36,r,6.86,s,6.05,l,4.74,c,4.7,11.62,7.95,7.37,8.13,7.36,7.59,6.86,6.05,2.95,4.74,3.61,4.7,3.62,2.09,2.59,2.86,2.25,1.51,1.79,,,1.31,,,,English
Romain Rolland,e,12.72,t,9.41,o,7.76,a,7.51,i,7.36,n,6.88,r,6.62,s,6.57,h,5.72,l,3.88,12.72,9.41,7.76,7.51,6.88,7.36,6.62,6.57,5.72,3.88,3.36,2.85,2.91,2.72,2.49,1.88,1.9,1.74,1.47,1.89,,,,,,English
Rosa Luxemburg,e,11.3,t,9.64,o,8.16,a,8.02,i,7.96,n,6.9,s,6.71,r,6.16,h,4.61,l,4.05,11.3,9.64,8.16,8.02,6.9,7.96,6.16,6.71,4.61,4.05,3.46,3.93,3.25,2.63,2.6,2.8,1.43,1.48,1.28,1.42,,,,,,English
Roy Bernard Kester,e,12.64,t,9.53,a,7.89,o,7.84,s,7.29,i,7.27,n,7.16,r,6.36,h,4.4,c,4.2,12.64,9.53,7.84,7.89,7.16,7.27,6.36,7.29,4.4,3.66,3.83,4.2,2.96,2.64,2.22,2.38,1.5,1.3,1.68,1.06,,,,,,English
Roy Chapman Andrews,e,12.62,t,8.96,a,8.28,o,7.39,n,7.0,i,6.61,r,6.07,s,6.02,h,5.9,d,4.36,12.62,8.96,7.39,8.28,7.0,6.61,6.07,6.02,5.9,4.34,4.36,2.59,2.92,2.35,2.45,1.83,2.23,1.72,1.51,2.53,,,,,,English
Rudyard Kipling,e,12.26,t,9.14,a,8.33,o,7.51,i,6.67,n,6.65,h,6.58,s,6.01,r,5.53,d,4.52,12.26,9.14,7.51,8.33,6.65,6.67,5.53,6.01,6.58,4.41,4.52,2.23,2.91,2.16,2.55,1.62,2.18,1.97,1.7,2.5,,,,,,English
Rupert Brooke,e,12.33,t,9.03,a,7.79,o,7.68,n,7.21,r,6.66,i,6.36,s,6.03,h,5.52,d,4.62,12.33,9.03,7.68,7.79,7.21,6.36,6.66,6.03,5.52,4.12,4.62,2.47,2.91,2.17,2.34,1.92,2.56,2.0,1.63,2.26,,,,,,English
Russell H. Conwell,e,12.36,t,9.36,a,8.01,o,7.8,n,7.28,i,7.14,h,6.43,s,6.19,r,5.47,l,4.09,12.36,9.36,7.8,8.01,7.28,7.14,5.47,6.19,6.43,4.09,4.03,2.56,2.74,2.31,2.56,1.73,2.01,2.03,1.33,2.32,,,,,,English
Ruth Lamb,e,12.26,t,9.02,o,8.26,a,7.67,n,6.77,h,6.27,s,6.23,i,6.22,r,6.12,d,4.46,12.26,9.02,8.26,7.67,6.77,6.22,6.12,6.23,6.27,3.94,4.46,2.19,2.86,2.34,2.66,1.64,2.24,2.06,1.8,2.53,,,,,,English
Rutherford Platt,e,12.64,t,9.52,a,8.68,o,8.02,n,6.79,h,6.72,i,6.04,r,5.84,d,5.81,s,4.96,12.64,9.52,8.02,8.68,6.79,6.04,5.84,4.96,6.72,2.91,5.81,2.14,2.79,2.62,2.93,,2.21,1.99,1.4,2.35,,1.26,,,,English
S. F. Cook,e,12.47,t,9.5,a,8.88,o,7.87,n,7.23,i,6.85,r,6.74,s,6.34,h,5.2,l,3.82,12.47,9.5,7.87,8.88,7.23,6.85,6.74,6.34,5.2,3.82,3.67,3.33,2.44,2.32,2.04,2.07,1.72,1.62,1.57,1.76,,,,,,English
S. F. Spear,e,12.66,t,9.26,o,8.12,a,8.0,n,6.54,h,6.24,i,6.07,s,5.94,r,5.74,d,4.6,12.66,9.26,8.12,8.0,6.54,6.07,5.74,5.94,6.24,4.11,4.6,2.28,2.83,2.11,2.11,1.67,2.32,2.22,1.86,2.64,,,,,,English
S. S. Van Dine,e,12.37,t,9.26,a,8.36,o,7.43,n,7.09,i,6.97,s,5.93,h,5.77,r,5.63,d,4.49,12.37,9.26,7.43,8.36,7.09,6.97,5.63,5.93,5.77,4.11,4.49,2.76,2.92,1.92,2.83,1.8,1.93,2.11,1.41,2.14,,,,,,English
S. Weir Mitchell,e,12.82,t,9.13,a,8.45,o,7.74,i,6.65,n,6.53,h,6.45,s,6.38,r,5.64,d,4.57,12.82,9.13,7.74,8.45,6.53,6.65,5.64,6.38,6.45,4.03,4.57,2.4,2.84,2.48,2.48,1.54,1.86,1.49,1.42,2.57,,,,,,English
Saemund Sigfusson and Snorre Sturleson,e,12.13,t,9.1,a,7.54,o,7.49,h,7.18,i,6.81,n,6.63,r,6.44,s,6.38,d,4.67,12.13,9.1,7.49,7.54,6.63,6.81,6.44,6.38,7.18,4.42,4.67,1.92,2.68,2.5,2.4,1.28,2.49,1.53,1.43,2.48,,,,,,English
Saint Augustine,e,12.8,t,10.15,o,7.84,h,7.34,a,7.05,n,6.88,i,6.69,s,6.18,r,5.53,d,4.26,12.8,10.15,7.84,7.05,6.88,6.69,5.53,6.18,7.34,3.45,4.26,2.15,2.89,2.48,2.69,1.27,1.97,2.18,1.72,2.58,,,,,,English
Sam Merwin,e,12.41,t,9.47,o,7.92,a,7.4,i,7.0,n,6.56,r,6.51,s,5.99,h,5.49,d,4.11,12.41,9.47,7.92,7.4,6.56,7.0,6.51,5.99,5.49,3.75,4.11,2.92,2.94,2.31,2.44,2.11,2.3,1.98,1.71,2.19,,,,,,English
Sam Vaknin,e,12.1,t,9.85,o,8.7,r,7.57,i,7.27,n,6.68,a,6.62,s,5.06,c,3.82,d,3.54,12.1,9.85,8.7,6.62,6.68,7.27,7.57,5.06,3.47,3.24,3.54,3.82,3.31,2.55,2.33,2.83,2.66,2.03,1.88,1.81,,,,,,English
Samuel Butler,e,12.78,t,9.51,a,7.85,o,7.67,n,7.1,i,6.9,h,6.34,s,6.07,r,5.65,d,4.04,12.78,9.51,7.67,7.85,7.1,6.9,5.65,6.07,6.34,3.79,4.04,2.7,2.84,2.33,2.6,1.7,1.9,1.98,1.63,2.47,,,,,,English
Samuel Fallows,e,13.36,n,8.78,i,8.14,t,7.76,a,7.56,s,7.09,r,6.58,o,5.72,l,4.39,c,4.2,13.36,7.76,5.72,7.56,8.78,8.14,6.58,7.09,1.52,4.39,3.51,4.2,3.72,1.66,2.42,2.66,1.92,3.2,1.55,,,,,1.41,,English
Samuel Hall Young,e,12.16,t,8.85,a,8.07,o,7.82,n,6.87,i,6.7,s,6.27,h,6.0,r,5.92,d,4.28,12.16,8.85,7.82,8.07,6.87,6.7,5.92,6.27,6.0,4.08,4.28,2.49,2.89,2.44,2.69,1.76,2.3,1.82,1.64,2.45,,,,,,English
Samuel Hopkins,e,12.73,t,10.08,o,7.9,a,7.18,n,7.03,i,6.97,r,6.4,s,5.86,h,5.51,d,3.87,12.73,10.08,7.9,7.18,7.03,6.97,6.4,5.86,5.51,3.23,3.87,2.87,3.2,2.45,2.42,2.17,2.05,1.84,1.75,2.07,,,,,,English
Samuel Johnson,e,12.98,t,9.17,o,7.55,a,7.42,i,7.28,n,7.04,s,6.44,r,5.99,h,5.94,d,4.18,12.98,9.17,7.55,7.42,7.04,7.28,5.99,6.44,5.94,3.55,4.18,2.99,2.9,2.44,2.67,2.04,1.56,2.06,1.38,2.21,,,,,,English
Samuel Pepys,e,12.09,t,9.51,o,7.94,a,7.73,n,7.19,i,6.84,h,6.59,r,5.58,s,5.49,d,4.86,12.09,9.51,7.94,7.73,7.19,6.84,5.58,5.49,6.59,3.71,4.86,2.37,2.34,2.18,3.17,1.52,2.17,2.2,1.81,2.59,,,,,,English
Samuel Richardson,e,11.81,t,8.46,o,8.27,a,8.2,i,6.92,s,6.57,n,6.35,h,5.87,r,5.66,d,4.75,11.81,8.46,8.27,8.2,6.35,6.92,5.66,6.57,5.87,4.01,4.75,1.9,3.34,2.05,3.26,1.63,1.72,2.92,1.55,2.44,,,,,,English
Samuel Taylor Coleridge,e,12.55,t,9.58,o,7.75,i,7.61,a,7.53,n,7.25,s,6.55,r,5.98,h,5.67,l,3.8,12.55,9.58,7.75,7.53,7.25,7.61,5.98,6.55,5.67,3.8,3.75,3.09,2.79,2.58,2.67,2.06,1.7,1.67,1.49,1.82,,,,,,English
Sarah Tytler,e,12.91,t,8.74,a,7.94,n,7.37,o,7.28,i,6.98,s,6.7,r,6.34,h,6.31,l,4.01,12.91,8.74,7.28,7.94,7.37,6.98,6.34,6.7,6.31,4.01,3.74,2.6,2.63,2.33,2.67,1.63,1.99,1.92,1.52,2.05,,,,,,English
Sax Rohmer,e,12.63,t,8.58,a,7.9,o,7.35,i,7.22,n,7.05,h,6.38,s,5.97,r,5.93,d,4.49,12.63,8.58,7.35,7.9,7.05,7.22,5.93,5.97,6.38,4.07,4.49,2.91,2.92,2.08,2.53,1.99,2.01,2.07,1.51,2.13,,,,,,English
Saxo Grammaticus (_Saxo the Learned_),e,12.63,t,9.27,a,7.7,o,7.44,h,7.36,n,6.65,s,6.6,i,6.43,r,6.07,d,4.73,12.63,9.27,7.44,7.7,6.65,6.43,6.07,6.6,7.36,3.68,4.73,2.17,2.65,2.77,2.24,1.49,2.21,1.6,1.7,2.37,,,,,,English
Sepharial,e,12.5,t,9.92,a,7.9,o,7.64,i,7.49,n,7.24,s,6.75,r,5.94,h,5.77,l,3.71,12.5,9.92,7.64,7.9,7.24,7.49,5.94,6.75,5.77,3.71,3.38,3.29,2.88,2.71,2.33,1.9,1.67,1.72,1.44,1.67,,,,,,English
Shelley,e,12.73,t,9.08,a,7.84,o,7.52,i,7.33,n,7.09,s,7.04,r,5.99,h,5.93,l,3.98,12.73,9.08,7.52,7.84,7.09,7.33,5.99,7.04,5.93,3.98,3.94,2.63,2.64,2.42,2.57,2.12,1.77,1.84,1.48,1.93,,,,,,English
Sherburne F. Cook,e,13.1,t,9.18,a,8.54,o,7.6,i,6.99,n,6.87,r,6.6,s,6.4,h,5.28,l,4.0,13.1,9.18,7.6,8.54,6.87,6.99,6.6,6.4,5.28,4.0,3.29,3.09,2.89,2.21,2.59,2.16,1.68,1.53,1.72,1.53,,,,,,English
Sherburne Friend Cook,e,12.81,t,9.29,a,8.39,o,7.93,i,7.09,r,6.48,n,6.47,s,6.34,h,5.05,l,4.19,12.81,9.29,7.93,8.39,6.47,7.09,6.48,6.34,5.05,4.19,3.13,2.8,2.71,2.18,2.96,2.4,1.7,1.67,1.92,1.77,,,,,,English
Sherwood Anderson,e,12.8,t,9.25,a,7.92,o,7.86,n,7.25,h,7.18,i,6.39,s,5.71,r,5.52,d,4.86,12.8,9.25,7.86,7.92,7.25,6.39,5.52,5.71,7.18,3.91,4.86,2.01,2.49,2.18,2.37,1.48,2.5,1.72,1.66,2.78,,,,,,English
Shoghi Effendi,e,12.53,t,9.83,i,7.92,a,7.43,o,7.32,n,7.08,s,6.33,h,6.07,r,5.95,l,3.9,12.53,9.83,7.32,7.43,7.08,7.92,5.95,6.33,6.07,3.9,3.8,3.17,2.8,2.75,2.3,1.89,1.76,1.73,1.55,1.59,,,,,,English
Sigmund Freud,e,12.79,t,9.82,i,7.69,o,7.61,a,7.52,n,7.05,s,6.89,h,5.88,r,5.88,l,3.55,12.79,9.82,7.61,7.52,7.05,7.69,5.88,6.89,5.88,3.55,3.4,3.41,2.7,2.61,2.72,2.02,1.55,1.78,1.36,1.75,,,,,,English
Sinclair Lewis,e,11.96,t,8.95,a,8.0,o,7.68,i,7.12,n,6.91,s,6.01,h,5.99,r,5.81,d,4.41,11.96,8.95,7.68,8.0,6.91,7.12,5.81,6.01,5.99,4.25,4.41,2.67,2.97,2.08,2.55,1.67,2.33,2.11,1.76,2.31,,,,,,English
